text,prediction
@goradzece Keşke benim de olsa jajsuzbdjn 0+0,[[0.45258446 0.54741554]]
Bitiğim diyorum lan hala mı üzgün emoji,[[0.46964119 0.53035881]]
@kimbukirkorr Yaprak,[[0.46964119 0.53035881]]
@NoRespecte Baklendalgana,[[0.46964119 0.53035881]]
@Ozgekocahan @NoRespecte 🥳,[[0.46964119 0.53035881]]
RT @leventcanliyy: Tek istediğim bütün gün uyumak asssla uyanmamak,[[0.46964119 0.53035881]]
Salak ben kız arkadaşlarımın buluşunca açık giyinmesine bile karşıyım 💯,[[0.28852765 0.71147235]]
Bu şarkıyı hastayken bile gece 11e kadar fal seansı aldığım için kendime ithaf ediyorum   https://t.co/j5T6jKKHmd,[[0.40711539 0.59288461]]
Darısı iktidarı savunanlara olsun.,[[0.46964119 0.53035881]]
@atebenn Bende 5’5 TL hazırlamıştım,[[0.46964119 0.53035881]]
böyle dinmeyen tutku ve heyecan dolu aşkı nereden buluyorsunuz bir arkadasım soruyo da,[[0.46964119 0.53035881]]
Verilmiş sadakam varmış mermi kulağımı sıyırdı hshsdhshshh,[[0.46964119 0.53035881]]
Yazmam kimseye önemli olmadığı sürece bu arada aramamda 😅,[[0.46964119 0.53035881]]
Pembe rüyalar,[[0.46964119 0.53035881]]
@gevezesena İnanmaktam vazgeçmedik sıkıntı yok 😉,[[0.46964119 0.53035881]]
RT @aykiricomtr: Balıkesir'de hiçbir geliri olmadığı için dükkanını açan ve 3 kez ceza yazılan kaportacı isyan etti: “Erdoğan’dan başkasına…,[[0.45258446 0.54741554]]
sizce ben çakalın yeni şarkısı bok gibi olmuş dedikten sonra 100 defa dinlemiş miyimdir,[[0.33718079 0.66281921]]
RT @Ozgekocahan: Benim artık herkesten ve herseyden mıdem bulanıyo,[[0.46964119 0.53035881]]
@kardelen_silaaa Öyle güldüm işte ya benzer twitlerler görüyorum 😂,[[0.46964119 0.53035881]]
daha kötü bi kütüphane görmedim,[[0.46964119 0.53035881]]
@Farukb44 @FeritBatu Katılıyorum sömürecek insan atirıyor vampirler,[[0.46964119 0.53035881]]
keske sen olsam da bu olanları saka sanıp götümle gülebilsem,[[0.46964119 0.53035881]]
Dünyayı değiştiremiyorsan,[[0.46964119 0.53035881]]
RT @beyzanurdogan_: Şuan abluka altına alındık ve burda da yaptığı zulümler bitmiyor. Allah'a da hesap vereceksiniz elbet...  Kardeşlerimiz…,[[0.46964119 0.53035881]]
Piyasadan herkes çekilirse bizim yüzümüze kim sahte gülecekk,[[0.46964119 0.53035881]]
Günaydın olsun.,[[0.46964119 0.53035881]]
@Sade_Kahve1987 Yay,[[0.46964119 0.53035881]]
@t24comtr Kanıtlasınlar.,[[0.46964119 0.53035881]]
Pelkasss senin o ayağını elini yüzünü skm yaaaaaaaaaaaaaaaaaaaaaaaaaaaa,[[0.46964119 0.53035881]]
@S_Serenay_ İyi soru güzel cevap,[[0.46964119 0.53035881]]
@TheRolexs Dimiiii💯,[[0.46964119 0.53035881]]
dağda mı yetiştiniz dediğin insanlar italyan lisesi mezunları stajlarını cooper law firmasında yapmışlar cambridge mezunu 3 dil biliyorlar ve ayrıca iyi birileri araştırmanı öneririm ✍🏻,[[0.43124966 0.56875034]]
@yasirbrk Önce Doğu Türkistan’a uğrayalım kardeşim orda insanlık ölüyor sonra istikameti çevirelim buraya daha net olur.,[[0.46964119 0.53035881]]
@silanee47 Mesela ben adana seyhan hürriyet mahallesinde oturuyorum:),[[0.28852765 0.71147235]]
RT @M_Boynukalin: Özellikle İslami İlimler/ İlahiyat alanında  #EğitimKarmaOlmasın Diğer alanlarda da karma eğitim almak istemeyen için alt…,[[0.46964119 0.53035881]]
@Ozgekocahan Kızım git namazını kıl ne büyüsü sihirli annem mi burası,[[0.46964119 0.53035881]]
Yine durgun buralar,[[0.46964119 0.53035881]]
@Sade_Kahve1987 Aşk,[[0.46964119 0.53035881]]
Zordu ama güzeldi,[[0.46964119 0.53035881]]
🤝  https://t.co/x8V88Z6r9G,[[0.40711539 0.59288461]]
Çok yapıcı konuşuyorsun ama yıkıcısın,[[0.46964119 0.53035881]]
@S_ezer01 Aynen 👍,[[0.46964119 0.53035881]]
Hem telaşlı hem de boş bir hayat yaşıyoruz.,[[0.45258446 0.54741554]]
RT @chillingarts:  https://t.co/1cmnI4hgCs,[[0.40711539 0.59288461]]
RT @CSabiqun: Furkan Vakfına iftira attınız. Rezil oldunuz!  İftiracıİHA RezilOldu,[[0.46964119 0.53035881]]
@orhancangorgun her geçen gün daha fazla asık olmaca 💜,[[0.46964119 0.53035881]]
mükemmel bir insanım eğer buna rağmen bir şeyler olmadıysa bu benden kaynaklı değildir ve beni kaybeden kendi derdine yanabilir 🤝,[[0.46964119 0.53035881]]
Olumlu baktığım herşeyi olumsuzlaştırıyorum,[[0.46964119 0.53035881]]
RT @yusuferoll_: Tuzak Kuranların En Hayırlısı!  Yargısızİnfaza Son  https://t.co/ZJWYXeiIoC,[[0.37038487 0.62961513]]
Hani bu Tweet tutardı  🙄,[[0.46964119 0.53035881]]
@doguleee Seviyorsunuz bu hayatı bakın dalganıza hahahaha,[[0.46964119 0.53035881]]
RT @AhinSubat: Kardeşlerimiz SerbestKalsın  https://t.co/liJVG2JtzF,[[0.40711539 0.59288461]]
@vesairemm @7Umuteroglu Vefalı kız ;),[[0.46964119 0.53035881]]
RT @alparslankuytul: Yaklaşık 12 gündür kayıp olan arkadaşımız Koray Sarısaçlı’nın serbest bırakıldığını ve evine döndüğünü öğrendim. Bu sı…,[[0.46964119 0.53035881]]
@Songul4535 Para olmasa da kaçıyoruz onda sıkıntı yok😊,[[0.46964119 0.53035881]]
RT @SAVUNANADAM2701: Adana emniyeti NEDEN FURKAN GÖNÜLLÜLERİNE GÖZALTINDA DARP VE İŞKENCE YAPIYOR?  BUNU İYİCE AHLÂK HÂLİNE GETİRDİNİZ BİLE…,[[0.76269171 0.23730829]]
Artık hiçbir şey hissetmiyorum. Nötrüm bundan sonra.,[[0.46964119 0.53035881]]
Nadiren yılda bir iki kere telefonla konuştuğunuz kişiler arkadaşımız değildir,[[0.46964119 0.53035881]]
RT @wannawave:  https://t.co/tISQwM6ERf,[[0.40711539 0.59288461]]
kötüyle baş edebilirim ama şüpheyle baş edemem,[[0.46964119 0.53035881]]
@Hodbehot bence biz yurtdışına götürmeleri gereken esas kişileriz ya,[[0.46964119 0.53035881]]
@ilaydasekeerr Betebet daha iyiii😂,[[0.46964119 0.53035881]]
RT @ulugulay28: Karılar gezince çekici moda oluyoda   Herifler gezince niye sapık oluyo  https://t.co/9eMuSXU8po,[[0.40711539 0.59288461]]
RT @Enise_Nur_: İHA ve tetikçi medyanın kumpas girişimine halktan tepki!  Yargısızİnfaza Son  https://t.co/p0G3UCxxdZ,[[0.37038487 0.62961513]]
Günaydın☀️,[[0.46964119 0.53035881]]
RT @ah_ekinci: Kardeşlerimiz SerbestKalsın 4 gün haksız gözaltı yap. Adliye önüne gelenleri darbet. Adana Emniyeti kanunlara ne zaman uyaca…,[[0.46964119 0.53035881]]
Sıkıldımmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,[[0.46964119 0.53035881]]
Uyuyalım bari,[[0.46964119 0.53035881]]
@GumusOtu Kediler çok yaşasın,[[0.46964119 0.53035881]]
"RT @semrakuytul: #FurkanaKumpasÇöktü dedikçe \"çökmedi\" diye kuyruğu dik tutmaya çalışıyorlar.. İHA",[[0.46964119 0.53035881]]
RT @tuncelpolat: GÖZALTINDAKİ FURKAN GÖNÜLLÜLERİ HAKKINDA SON DURUM!  3 Furkan Gönüllüsü avukatlarına bilgi verilmeden Adliyeye sevk edildi…,[[0.38987615 0.61012385]]
İsterdim ki insan biraz sevgi görünce uzaklaşmasın,[[0.46964119 0.53035881]]
@Ozgekocahan Allah çarpsın öyle baba tarafı zulüm başka birşey değil,[[0.46964119 0.53035881]]
@feministbebegim Sıhfkfm tek değilmişim,[[0.46964119 0.53035881]]
@fatmadilmenn Bilemiyorum valla. 😂😂,[[0.46964119 0.53035881]]
@ScarlettDreams2 😍🧿,[[0.46964119 0.53035881]]
@Ozgekocahan 🥳,[[0.46964119 0.53035881]]
@effie15 @hakanakelma Yani senin doğrundur.diyecek bişey yok.,[[0.46964119 0.53035881]]
Konuşma uzamasın diye güzel snaplere bile yanıt vermiyorum fazla şey yapma,[[0.46964119 0.53035881]]
Yaaann deli gönüüül yannn...  Dilime takıldı ya bu şarkı sözü.,[[0.46964119 0.53035881]]
"RT @lvntozrn: Merdan Yanardağ; \"Milyonlarca insan Sedat Peker'in videolarını izliyor",[[0.46964119 0.53035881]]
Burası önceden öyle değildi çok değiştiniz😏,[[0.46964119 0.53035881]]
sizce ben bimden aldığım 29.90lık rollerdan cildimi düzeltmesini bekliyo muyumdur,[[0.28852765 0.71147235]]
Konuşmak istiyordu oysa ölüler konuşmaz.,[[0.46964119 0.53035881]]
RT @frknnesli12: Tertemiz insanlara iftira atmaktan utanmadiniz. Ortaya bir yalan haber attınız,[[0.46964119 0.53035881]]
@Gingerx16 @angelifca asık oldum..,[[0.46964119 0.53035881]]
RT @semrakuytul: Aracımıza kavşakta 70 km hız ile çarpan,[[0.46964119 0.53035881]]
@Yasingokcee Gsfsfsgsf,[[0.46964119 0.53035881]]
RT @Gezgin__99: AdanaEmniyetinde İşkence haberleri var. İnsanlara işkence yapmak için mi gözaltı yapıyorsunuz? #AdanaEmniyeti cevap vermeli…,[[0.46964119 0.53035881]]
@A_umuttt_kryk Onu kârdan kaybettik olsa şuan clubtaydım 😂,[[0.46964119 0.53035881]]
@zeesgee Herkesin inancı kendine.insanları inançlarından dolayı mallaştırmaya hakkınız yok.,[[0.46964119 0.53035881]]
Toksik ilişkilerinizde çok mutluymuş gibi davranmayı ne zaman bırakırsınız tahmini,[[0.46964119 0.53035881]]
@senagurol1 😑😑,[[0.46964119 0.53035881]]
🌵  https://t.co/SwiZ1iSv30,[[0.40711539 0.59288461]]
İnsan hazza üstün geldiği gün,[[0.46964119 0.53035881]]
Gözlerim kısık ama kimin ne olduğunu biliyorum,[[0.46964119 0.53035881]]
Bitmişiz uzatmaları yaşıyoruz,[[0.46964119 0.53035881]]
RT @iuz_official: Adana Emniyetindeki 2 kişi darp ediliyor. Adli tıpa götürülüyorlar,[[0.46964119 0.53035881]]
RT @DahiOglan: Merkel görevini devretti. Alman halkı 6 dakika boyunca balkonlardan alkışladı. Görev süresince hiçbir suçu kaydedilmedi,[[0.46964119 0.53035881]]
Snapchatte kırmızı kalp olalım senle 😋,[[0.46964119 0.53035881]]
RT @mhsntuna47: Kardeşlerimiz SerbestKalsın bu zulüm son bulsun,[[0.38987615 0.61012385]]
Şunu anladım ki insanın sevilebilmesi için kendisi gibi olmaması gerekiyormuş.,[[0.46964119 0.53035881]]
"RT @wannartcom: \"There's so much that I can't see Who knows? I felt it from the first embrace I shared with you That now our dreams They've…",[[0.36737693 0.63262307]]
@SakrettinAmca Şaktettin amca sende gençken az ceviz kırıp şarap içmemişin 😊,[[0.46964119 0.53035881]]
Arkadaş kış ortasında yaz getiren,[[0.46964119 0.53035881]]
RT @kurandan1mesaj: Yüce Allah şöyle buyurdu:   “Zâlimlere yakın ve yandaş olmayın,[[0.46964119 0.53035881]]
Yine olmayan hayallerimle başbaşayım,[[0.46964119 0.53035881]]
@dlrabg 😊,[[0.46964119 0.53035881]]
RT @azenger: Trafik kurallarına saygı,[[0.46964119 0.53035881]]
RT @supertolkstolk: Furkan Vakfı (@furkanvakfi) gönüllülerine Adana Emniyetinde nasıl işkence edildi? Gözaltına alınan Furkan Vakfı gönüllü…,[[0.46964119 0.53035881]]
Keşfedilmemiş bir gezegen kadar uzaksın kendinden. #Çürümeninkitabı,[[0.46964119 0.53035881]]
evlilik bu dünyadaki en gereksiz şeylerden biridir bu arada,[[0.46964119 0.53035881]]
RT @ebru7747: Birimiz hepimiz,[[0.46964119 0.53035881]]
@TheRolexs Hxbdbdbdbdd,[[0.46964119 0.53035881]]
O kadar değerli değilsiniz lan biraz sessizlik,[[0.46964119 0.53035881]]
RT @Ruya_Grck: Kardeşlerimiz SerbestKalsın  Biz Terörist değiliz  Biz MÜSLÜMANIZ !!!    https://t.co/B1Ki6NdE1J,[[0.40711539 0.59288461]]
@Ozgekocahan Böyle düşünmek 🤝sen,[[0.46964119 0.53035881]]
Her ömür gençliğinden vurulur,[[0.46964119 0.53035881]]
800 liralık evin bile siyasi görüşü var  https://t.co/hVJAX4KsHl,[[0.40711539 0.59288461]]
RT @tevhidnesli_505: Adana emniyetinde neler oluyor ?  Neden işler illegal yürüyor ?  Neden bir suç isnat etmek istiyorsunuz zora ki ?  Ada…,[[0.46964119 0.53035881]]
Kız salak diyorum eğit diyor köpek mi lan buuu,[[0.46964119 0.53035881]]
@crnxsilver Bence senin sapıklığını arttırmış bu,[[0.46964119 0.53035881]]
RT @frkn2010: Memleket Siyah Gözlüklülerin Elinde!  Kanunsuz talimatları yerine getiren,[[0.46964119 0.53035881]]
@basaramadikmq Dua et 1020 geri almışsın bu sana fazla deyip 500 el koya bilirlerdi.,[[0.46964119 0.53035881]]
@Ozgekocahan Jddjdjdjdjjdjdndn,[[0.46964119 0.53035881]]
İnsanları tanıdıkça,[[0.46964119 0.53035881]]
RT @AyeTade06485573: MedyaEliyle TuzakKuruluyor  https://t.co/okHDyFSUFo,[[0.40711539 0.59288461]]
@OBirKuzu Tanrı tuşlu telefondan önce dokunmatiği yaratmalıydı.,[[0.46964119 0.53035881]]
bu hayata verecek son bir cevabımız olacak elbet,[[0.38987615 0.61012385]]
@enesckocak canım sence hulk gerçek olabilir mi,[[0.46964119 0.53035881]]
Bugün hava çok güzel ama içim daha güzel,[[0.46964119 0.53035881]]
essay ödevlerimde min kelime sayısını aşmaya çalışırken ben de böyle anewlizler yapıorum,[[0.3229543 0.6770457]]
RT @CSabiqun: Kardeşlerimiz SerbestKalsın  https://t.co/tHGgTcgz5j,[[0.40711539 0.59288461]]
https://t.co/FY8VIucs6W,[[0.40711539 0.59288461]]
Şükür edin amınakoyduklarım insanlar neler çekiyor,[[0.46964119 0.53035881]]
@Lik3Dyin 🥺🥺🥺🥺🥺,[[0.46964119 0.53035881]]
Herkese günaydın sana günooooo✨,[[0.46964119 0.53035881]]
RT @furkanvakfi: ADANA ADLİYESİ ÖNÜNDE BEKLEYİŞ | CANLI YAYIN   Kardeşlerimiz SerbestKalsın,[[0.46964119 0.53035881]]
@Deniz0109499451 Adana'yı kastetmemiştim zaten mersin,[[0.46964119 0.53035881]]
RT @TugayTASCI02: Talimatla hareket eden Medya yalan haber yapmaya devam ediyor. MedyaEliyle TuzakKuruluyor,[[0.46964119 0.53035881]]
@Ozgekocahan Sana tolerans sınırsız ✨,[[0.46964119 0.53035881]]
RT @USAME_23: @ihacomtr Haberde 6 kişi diyor videoda 4 kişi var.  Haberde hastahane diyor videoda Cami var.  Kaçırdı dediğin adamların cami…,[[0.46964119 0.53035881]]
Güvenin olmadığı yerde sevgiye ihtiyaç duyulmaz.,[[0.46964119 0.53035881]]
RT @oneryldzsongul: Emniyetteİşkenceyi Lanetliyoruz #AdaletBekleyişi  #AdanaEmniyeti  https://t.co/TQ905LaFzj,[[0.40711539 0.59288461]]
RT @ysfakskl_23: GÜNDEM ÇALIŞMAMIZ BAŞLADI ❗️  Etiketimiz:  Yargısızİnfaza Son verilsin,[[0.38987615 0.61012385]]
Kedim kucağımda uyuduğu için uyanmasın diye 1.30 saattir kıpırdamadan duruyorum bebek büyütürken felç olmak 🤝,[[0.43495591 0.56504409]]
Defter aynı oldukça yeni bir sayfa açmak sadece tekrarı yaşatır.,[[0.46964119 0.53035881]]
@Ozgekocahan @adileradildir Hiç ekmekte mi almadın mı güzelim,[[0.46964119 0.53035881]]
Evet Yay burcuyum yükselenim Aslan 💁‍♀️   Kim hangi burç?,[[0.46964119 0.53035881]]
Hep doğrular yanıltmadı mı bizi?,[[0.46964119 0.53035881]]
RT @alparslankuytul: İşkence sonrası tutuklanan Furkan Gönüllüleri hakkında Alparslan Kuytul Hocaefendi’den basın açıklaması:  “Kaçırıldığı…,[[0.46964119 0.53035881]]
RT @0nermdil: Başörtülü bacılarımızı üniversitelere almıyor diyenler şimdi haklı bir şekilde aşı ve PCR testi olmak istemeyenleri üniversit…,[[0.46964119 0.53035881]]
RT @Mehmetd62697894: Bugün eczacılık bölümünü okuduğum çukurova üniversitesi eczacılık fakültesinde sabah 9daki derse aşılı olmadığım ve pc…,[[0.46964119 0.53035881]]
@oztekinduyguu +diğeriniz karşıt görüşlü diye adama ebu cehil diyor. Gençleri kaybediyoruz gençler çok kötü yaptığın ötekeleştirmelere bak. Kendin dışında hiçbir insanın dini ve cinsel yönelimini doğru bulmuyorsun saygın yok.,[[0.46964119 0.53035881]]
İnsta posttuma yorum yapmayacaksan neden benim güzelim olasın ki😉,[[0.46964119 0.53035881]]
@bayaminik @erguvanruhu @rumsplaining nolur bir derdim varı söyleyelim,[[0.46964119 0.53035881]]
Günaydın az önce uyanmak için kendimi yataktan aşağı saldım sen olsan öpücükle uyanırdım,[[0.46964119 0.53035881]]
RT @furkanvakfiTT: Adliyeye sevk edilen 3 Furkan Gönüllüsü kardeşimiz için #AdaletBekleyişi Yüreğir Adliyesi önünde devam ediyor.  Canlı Ya…,[[0.46964119 0.53035881]]
RT @ay_moon_ay: ABD'li Alexion ilaç firması Türkiye'de Sağlık Bakanlığına rüşvet verdiği için 21 milyon $ ceza yedi  Siemens “Türkiye’de 57…,[[0.45258446 0.54741554]]
@wtpywtpy Yapacak bir şey yok  jshxhx,[[0.46964119 0.53035881]]
@eksuzmii Ne zaman baba mezara girince mi,[[0.46964119 0.53035881]]
@kymopolleia Yani sadece saçına mı bakabiliriz?,[[0.46964119 0.53035881]]
"RT @AhmedCelikten: Medyaya Güvenmeli Miyiz? - Kaçırılan İş Adamı Hadisesi \"10 Eylül 2021’den bu yana Türkiye gündemini meşgul eden kaybolan…",[[0.31077897 0.68922103]]
@sashildrey Somali kabilesinin beyazı,[[0.46964119 0.53035881]]
RT @nebigarci: Arkadaşlar denize falan girip turistlerin canını tehlikeye atmayın. Virüs bulaştırmayın turistlere. Kim bu cennet vatanda tu…,[[0.46964119 0.53035881]]
Toplanıp nereye gidiyorsunuz gözümden düşerek.,[[0.46964119 0.53035881]]
@aytulkanturk ASKIM HEPSİ KAPILMIŞ HEPSİ,[[0.46964119 0.53035881]]
@aybalamdeyin 3aralık,[[0.46964119 0.53035881]]
İlgi bağımlısı olmuşsunuz hadi ötede,[[0.46964119 0.53035881]]
